,influencer,title,author,subtitle,id_code,identifier_type,ISBN
1647,Ev Williams,The Blind Side,Michael Lewis,Evolution of a Game,0393330478,ISBN,0393330478
1648,Ev Williams,The Black Swan,Nassim Nicholas Taleb,The Impact of the Highly Improbable,081297381X,ISBN,081297381X
1649,Ev Williams,The Amazing Adventures of Kavalier & Clay,Michael Chabon,,B0070O5F4U,ASIN,
1650,Ev Williams,The 4-Hour Workweek,Tim Ferriss,"Escape 9-5, Live Anywhere, and Join the New Rich",0307465357,ISBN,0307465357
1651,Ev Williams,Shopgirl,Steve Martin,A Novella,B000FA5QFO,ASIN,
1652,Ev Williams,Seeing What's Next,Clayton M. Christensen,Using the Theories of Innovation to Predict Industry Change,B004OC06ZO,ASIN,
1653,Ev Williams,Ogilvy on Advertising,David Ogilvy,,039472903X,ISBN,039472903X
1654,Ev Williams,Moneyball,Michael Lewis,The Art of Winning an Unfair Game,0393324818,ISBN,0393324818
1655,Ev Williams,Made to Stick,Chip Heath,Why Some Ideas Survive and Others Die,1400064287,ISBN,1400064287
1656,Ev Williams,Lord of the Flies,William Golding,,0143124293,ISBN,0143124293
1657,Ev Williams,Jitterbug Perfume,Tom Robbins,A Novel,0553348981,ISBN,0553348981
1658,Ev Williams,Jimmy Corrigan,Chris Ware,The Smartest Kid on Earth,0375404538,ISBN,0375404538
1659,Ev Williams,It's Not About the Bike,Lance Armstrong,My Journey Back to Life,0425179613,ISBN,0425179613
1660,Ev Williams,Interface Culture,Steven A. Johnson,How New Technology Transforms the Way We Create & Communicate,0465036805,ISBN,0465036805
1661,Ev Williams,Freakonomics,Steven D. Levitt,A Rogue Economist Explores the Hidden Side of Everything,0060731338,ISBN,0060731338
1662,Ev Williams,Founders at Work,Jessica Livingston,Stories of Startups' Early Days,1430210788,ISBN,1430210788
1663,Ev Williams,Fierce Invalids Home From Hot Climates,Tom Robbins,A Novel,B000FC2OJI,ASIN,
1664,Ev Williams,Emergence,Steven Johnson,"The Connected Lives of Ants, Brains, Cities, and Software",0684868768,ISBN,0684868768
1665,Ev Williams,Cumulus,Eliot Peper,,1532707193,ISBN,1532707193
1666,Ev Williams,Cryptonomicon,Neal Stephenson,,0380788624,ISBN,0380788624
1667,Ev Williams,Blink,Malcolm Gladwell,The Power of Thinking Without Thinking,0316010669,ISBN,0316010669
1668,Ev Williams,Bill & Dave,Michael S. Malone,How Hewlett and Packard Built the World's Greatest Company,1591841526,ISBN,1591841526
1669,Ev Williams,Anthem,Ayn Rand,,1503250709,ISBN,1503250709
1670,Ev Williams,Adverbs,Daniel Handler,A Novel,B000VYX8O0,ASIN,
1671,Ev Williams,The Martian,Andy Weir,A Novel,0553418025,ISBN,0553418025
1672,Jocko Willink,Panzram,Thomas E. Gaddis,A Journal of Murder,1878923145,ISBN,1878923145
1673,Jocko Willink,"How to be Strong, Healthy and Happy",Bob Hoffman,,1467930253,ISBN,1467930253
1674,Jocko Willink,About Face,Colonel David H. Hackworth,The Odyssey of an American Warrior,0671695347,ISBN,0671695347
1675,Jocko Willink,Man's Search for Meaning,Viktor E. Frankl,,0807014273,ISBN,0807014273
1676,Jocko Willink,Mind Over Muscle,Jigoro Kano,Writings from the Founder of Judo,1568364970,ISBN,1568364970
1677,Jocko Willink,The Book of Five Rings,Miyamoto Musashi,,1935785974,ISBN,1935785974
1678,Jocko Willink,Psychology For The Fighting Man,Committee Of The National Research Counc,What You Should Know About Yourself And Others,1162945060,ISBN,1162945060
1679,Jocko Willink,12 Rules for Life,Jordan Peterson,An Antidote to Chaos,0345816021,ISBN,0345816021
1680,Jocko Willink,Hard-Core,Harley Flanagan,Life of My Own,1627310339,ISBN,1627310339
1681,Jocko Willink,The Road,Cormac McCarthy,,0307387895,ISBN,0307387895
1682,Jocko Willink,Serve to Lead,Winston Churchill,The British Army's Anthology on Leadership,1908041021,ISBN,1908041021
1683,Jocko Willink,Tools of Titans,Tim Ferriss,"The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",1328683788,ISBN,1328683788
1684,Jocko Willink,The Gulag Archipelago,Aleksandr Solzhenitsyn,,1784871516,ISBN,1784871516
1685,Jocko Willink,Musashi,Eiji Yoshikawa,An Epic Novel of the Samurai Era,4770018134,ISBN,4770018134
1686,Jocko Willink,I Said No!,Kimberly King,A Kid-to-kid Guide to Keeping Private Parts Private,1878076493,ISBN,1878076493
1687,Jocko Willink,Blood Meridian,Cormac McCarthy,Or the Evening Redness in the West,0679728759,ISBN,0679728759
1688,Jocko Willink,Wooden Leg,Thomas B. Marquis,A Warrior Who Fought Custer,0803282885,ISBN,0803282885
1689,Jocko Willink,The Killing Zone,Frederick Downs Jr.,My Life in the Vietnam War,0393310892,ISBN,0393310892
1690,Jocko Willink,Valleys of Death,Bill Richardson,A Memoir of the Korean War,0425236730,ISBN,0425236730
1691,Jocko Willink,Forgotten Highlander,Alistair Urquhart,An Incredible WWII Story of Survival in the Pacific,1616084073,ISBN,1616084073
1692,Jocko Willink,The Terminal List,Jack Carr,A Thriller,B074ZL7LY1,ASIN,
1693,Jocko Willink,Tribe of Mentors,Tim Ferriss,Short Life Advice from the Best in the World,B071KJ7PTB,ASIN,
1694,Jocko Willink,Machete Season,Jean Hatzfeld,The Killers in Rwanda Speak,0312425031,ISBN,0312425031
1695,Jocko Willink,Unit 731 Testimony,Hal Gold,Japan's Wartime Human Experimentation Program,0804835659,ISBN,0804835659
1696,Jocko Willink,The Trident,Jason Redman,The Forging and Reforging of a Navy SEAL Leader,0062208322,ISBN,0062208322
1697,Jocko Willink,Steel My Soldiers' Hearts,Col. David H. Hackworth,"The Hopeless to Hardcore Transformation of U.S. Army, 4th Battalion, 39th Infantry, Vietnam",0743246136,ISBN,0743246136
1698,Jocko Willink,The Hundred Rules of War,Tsukahara Bokuden,,1548035661,ISBN,1548035661
1699,Jocko Willink,18 Platoon,Jary,,1901655016,ISBN,1901655016
1700,Jocko Willink,Outlaw Platoon,Sean Parnell,"Heroes, Renegades, Infidels, and the Brotherhood of War in Afghanistan",0062066404,ISBN,0062066404
1701,Jocko Willink,Maps of Meaning,Jordan Peterson,The Architecture of Belief,0415922224,ISBN,0415922224
1702,Jocko Willink,The Rape of Nanking,Iris Chang,The Forgotten Holocaust of World War II,0465068367,ISBN,0465068367
1703,Jocko Willink,True Believer,Jack Carr,A Thriller,1501180843,ISBN,1501180843
1704,Jocko Willink,The Woman Who Could Not Forget,Ying-Ying Chang,Iris Chang Before and Beyond The Rape of Nanking,1605983578,ISBN,1605983578
1705,Jocko Willink,Man of War,Sean Parnell,An Eric Steele Novel,0062668781,ISBN,0062668781
1706,Jocko Willink,Tough As They Come,Travis Mills,,1101904801,ISBN,1101904801
1707,Jocko Willink,Storm of Steel,Ernst Jünger,,0142437905,ISBN,0142437905
1708,Jocko Willink,Fortunate Son,Lewis B. Puller Jr.,The Healing of a Vietnam Vet,0802136907,ISBN,0802136907
1709,Jocko Willink,The Eleventh Day,Anthony Summers,The Full Story of 9/11,0812978099,ISBN,0812978099
1710,Jocko Willink,Ordinary Men,Christopher R. Browning,Reserve Police Battalion 101 and the Final Solution in Poland,0060995068,ISBN,0060995068
1711,Jocko Willink,Unit 731 - Laboratory of the Devil,Yan-jun Yang,Auschwitz of the East,1781556784,ISBN,1781556784
1712,Jocko Willink,A Soldier's Journal,James Bollich,,0806245077,ISBN,0806245077
1713,Jocko Willink,Excursion to Hell,Vincent Bramley,Mount Longdon : A Universal Story of Battle,B00YDK5QUW,ASIN,
1714,Jocko Willink,Battle Studies,Ardant du Picq,Ancient and Modern Battle,1628451173,ISBN,1628451173
1715,Jocko Willink,Into the Fire,Dakota Meyer,A Firsthand Account of the Most Extraordinary Battle in the Afghan War,0812983610,ISBN,0812983610
1716,Jocko Willink,The Art Of War,Sun Tzu,,1599869772,ISBN,1599869772
1717,Jocko Willink,Beyond Band of Brothers,Dick Winters,The War Memoirs of Major Dick Winters,0425213757,ISBN,0425213757
1718,Jocko Willink,Stalingrad,Joachim Wieder,Memories of Hell,B00F2W2DDI,ASIN,
1719,Jocko Willink,Instructions for His Generals,Frederick the Great,,0486444031,ISBN,0486444031
1720,Jocko Willink,Hal Moore on Leadership,Harold G. Moore,Winning when Outgunned and Outmanned,1548305103,ISBN,1548305103
1721,Jocko Willink,Unflinching,Jody Mitic,The Making of a Canadian Sniper,1476795118,ISBN,1476795118
1722,Jocko Willink,On Guerrilla Warfare,Mao Tse-Tung,,956310014X,ISBN,956310014X
1723,Jocko Willink,SOG Chronicles,John Stryker Meyer,Volume One,0983256780,ISBN,0983256780
1724,Jocko Willink,Nothing to Envy,Barbara Demick,Ordinary Lives in North Korea,0385523912,ISBN,0385523912
1725,Jocko Willink,Through the Valley,William Reeder Jr.,My Captivity in Vietnam,1591145864,ISBN,1591145864
1726,Jocko Willink,The Knock at the Door,Ryan Manion,Three Gold Star Families Bonded by Grief and Purpose,1546085238,ISBN,1546085238
1727,Jocko Willink,We Were Soldiers Once . . . and Young,Harold G. Moore,Ia DrangThe Battle That Changed the War in Vietnam,B009S33I68,ASIN,
1728,Jocko Willink,One Soldier's War,Arkady Babchenko,,0802144039,ISBN,0802144039
1729,Jocko Willink,Navy SEAL Dogs,Mike Ritland,My Tale of Training Canines for Combat,1250049695,ISBN,1250049695
1730,Jocko Willink,De Re Militari,Flavius Vegetius Renatus,The Classic Treatise on Warfare at the Pinnacle of the Roman Empire's Power,0857068210,ISBN,0857068210
1731,Jocko Willink,With the Old Breed,E. B. Sledge,At Peleliu and Okinawa,0891419063,ISBN,0891419063
1732,Jocko Willink,The Clay Pigeons of St. Lo,Joseph Balkoski,,0811717828,ISBN,0811717828
1733,Jocko Willink,I Heard My Country Calling,James Webb,A Memoir,B00GPOYEN4,ASIN,
1734,Jocko Willink,Four Hours in My Lai,Michael Bilton,,0140177094,ISBN,0140177094
1735,Jocko Willink,Everyday Heroes,Jody Mitic,Inspirational Stories from Men and Women in the Canadian Armed Forces,150116807X,ISBN,150116807X
1736,Jocko Willink,The Nightingale's Song,Robert Timberg,,0684826739,ISBN,0684826739
1737,Jocko Willink,"Red Blood, Black Sand",Chuck Tatum,Fighting Alongside John Basilone from Boot Camp to Iwo Jima,0425257428,ISBN,0425257428
1738,Jocko Willink,The Coldest War,James Brady,,0312265115,ISBN,0312265115
1739,Jocko Willink,I'm No Hero,Charlie Plumb,A POW Story as Told to Glen DeWerff,0937539384,ISBN,0937539384
1740,Jocko Willink,Fields of Fire,James Webb,A Novel,0553583859,ISBN,0553583859
1741,Jocko Willink,All Out War,Sean Parnell,A Novel,0062668811,ISBN,0062668811
1742,Jocko Willink,Trident K9 Warriors,Mike Ritland,My Tale from the Training Ground to the Battlefield with Elite Navy SEAL Canines,1250073057,ISBN,1250073057
1743,Jocko Willink,The Glory of the Trenches,Coningsby Dawson,An Interpretation,B01K33OV4Y,ASIN,
1744,Jocko Willink,The Armed Forces Officer,U.S. Department of Defense,Edition of 1950,098836963X,ISBN,098836963X
1745,Jocko Willink,Team Dog,Mike Ritland,How to Train Your Dog--the Navy SEAL Way,0425276279,ISBN,0425276279
1746,Jocko Willink,Marine!,Burke Davis,The Life of Chesty Puller,0553271822,ISBN,0553271822
1747,Jocko Willink,Heart for the Fight,Brian Stann,A Marine Hero's Journey from the Battlefields of Iraq to Mixed Martial Arts Champion,076033899X,ISBN,076033899X
1748,Jocko Willink,He Was No Coward,Janet Booth,The Harry Farr Story,1973170876,ISBN,1973170876
1749,Jocko Willink,Reveries on the Art of War,Maurice de Saxe,,0486461505,ISBN,0486461505
1750,Jocko Willink,Conversations with Major Dick Winters,Cole C. Kingseed,Life Lessons from the Commander of the Band of Brothers,0425271544,ISBN,0425271544
1751,Jocko Willink,Brothers Forever,Tom Sileo,The Enduring Bond between a Marine and a Navy SEAL that Transcended Their Ultimate Sacrifice,030682373X,ISBN,030682373X
1752,Jocko Willink,Across The Fence,John Stryker Meyer,,0983256705,ISBN,0983256705
1753,Jocko Willink,Men Against Fire,S.L. A. Marshall,The Problem of Battle Command,0806132809,ISBN,0806132809
1754,Jocko Willink,I Remember The Last War,Bob Hoffman,,1467930237,ISBN,1467930237
1755,Jocko Willink,Brave Men,Ernie Pyle,,0803287682,ISBN,0803287682
1756,Jocko Willink,Henry V,William Shakespeare,,B00YNIIRLO,ASIN,
1757,Jocko Willink,"Hell Yes, I'd Do It Again",T. Fred Harvey,,0692931910,ISBN,0692931910
1758,Jocko Willink,The Recollections of Rifleman Harris,Benjamin Harris,,1515185613,ISBN,1515185613
1759,Jocko Willink,Platoon Leader,James R. McDonough,A Memoir of Command in Combat,0891418008,ISBN,0891418008
1760,Jocko Willink,On The Ground,John Stryker Meyer,The Secret War in Vietnam,0983256756,ISBN,0983256756
1761,Jocko Willink,Maurice's Strategikon,George T. Dennis,Handbook of Byzantine Military Strategy,0812217721,ISBN,0812217721
1762,Jocko Willink,I Fought With Custer,Charles Windolph,"The Story of Sergeant Windolph, Last Survivor of the Battle of the Little Big Horn",0803297203,ISBN,0803297203
1763,Jocko Willink,Men at Arnhem,Geoffrey Powell,,0850529662,ISBN,0850529662
1764,Jocko Willink,Company Commander,Charles B. Macdonald,The Classic Infantry Memoir of World War II,1580800386,ISBN,1580800386
1765,Jocko Willink,Colder Than Hell,Joseph R. Owen,A Marine Rifle Company at Chosin Reservoir,0804116970,ISBN,0804116970
1766,Jocko Willink,Omaha Beach and Beyond,John Slaughter,The Long March of Sergeant Bob Slaughter,0760337349,ISBN,0760337349
1767,Jocko Willink,Helmet for My Pillow,Robert Leckie,From Parris Island to the Pacific,0553593315,ISBN,0553593315
1768,Jocko Willink,By Honor Bound,Tom Norris,"Two Navy SEALs, the Medal of Honor, and a Story of Extraordinary Courage",1250130212,ISBN,1250130212
1769,Eric Weinstein,Things Hidden Since the Foundation of the World,Rene Girard,,0804722153,ISBN,0804722153
1770,Eric Weinstein,The Theoretical Minimum,Leonard Susskind,What You Need to Know to Start Doing Physics,0465075681,ISBN,0465075681
1771,Eric Weinstein,Daemon,Daniel Suarez,,B003QP4NPE,ASIN,
1772,Eric Weinstein,Not Even Wrong,Peter Woit,The Failure of String Theory and the Search for Unity in Physical Law for Unity in Physical Law,B00JLMMEQQ,ASIN,
1773,Eric Weinstein,Zero to One,Peter Thiel,"Notes on Startups, or How to Build the Future",0804139296,ISBN,0804139296
1774,Eric Weinstein,Necessary Illusions,Noam Chomsky,Thought Control in Democratic Societies,B00WRNW8Y4,ASIN,
1775,Eric Weinstein,A History of Economic Theory,JÃ¼rg Niehans,"Classic Contributions, 1720-1980",0801849764,ISBN,0801849764
1776,Eric Weinstein,I Always Look Up the Word Egregious,Maxwell Nurnberg,,B00YDK7DHQ,ASIN,
1777,Eric Weinstein,The Strangest Man,Graham Farmelo,"The Hidden Life of Paul Dirac, Mystic of the Atom",0465022103,ISBN,0465022103
1778,Eric Weinstein,Science Since Babylon,Derek De Solla Price,,0300017987,ISBN,0300017987
1779,Eric Weinstein,Save The Cat!,Blake Snyder,The Last Book on Screenwriting You'll Ever Need,1932907009,ISBN,1932907009
1780,Eric Weinstein,The Whole Shebang,Timothy Ferris,A State-of-the-Universe(s) Report,0684810204,ISBN,0684810204
1781,Eric Weinstein,Accounting for Tastes,Gary S. Becker,,0674543572,ISBN,0674543572
1782,Eric Weinstein,Eat the Rich,P. J. O'Rourke,A Treatise on Economics,B008UX2W78,ASIN,
1783,Eric Weinstein,The True Believer,Eric Hoffer,Thoughts on the Nature of Mass Movements,0060505915,ISBN,0060505915
1784,Eric Weinstein,Heraclitean Fire,Erwin Chargaff,Sketches from a Life Before Nature,0874700299,ISBN,0874700299
1785,Eric Weinstein,36 Lectures in Biology,S.E. Luria,,0262120682,ISBN,0262120682
1786,Eric Weinstein,All the Trouble in the World,P. J. O'Rourke,"The Lighter Side of Overpopulation, Famine, Ecological Disaster, Ethnic Hatred, Plague, and Poverty",B008UX87A4,ASIN,
1787,Eric Weinstein,The 4-Hour Workweek,Tim Ferriss,"Escape 9-5, Live Anywhere, and Join the New Rich",0307465357,ISBN,0307465357
1788,Eric Weinstein,Elements of Information Theory,Thomas M. Cover,,0471241954,ISBN,0471241954
1789,Eric Weinstein,Einstein's Dreams,Alan Lightman,,140007780X,ISBN,140007780X
1790,Eric Weinstein,The Denial of Death,Ernest Becker,,0684832402,ISBN,0684832402
1791,Eric Weinstein,Basic Algebra I,Nathan Jacobson,,B00CWR4QHC,ASIN,
1792,Eric Weinstein,The Loom of Language,Frederick Bodmer,An Approach to the Mastery of Many Languages,039330034X,ISBN,039330034X
1793,Eric Weinstein,Father to Son,Harry H. Harrison Jr.,Life Lessons on Raising a Boy,0761174885,ISBN,0761174885
1794,Eric Weinstein,An Elementary Primer For Gauge Theory,K Moriyasu,,9971950944,ISBN,9971950944
1795,Eric Weinstein,Symmetry,Hermann Weyl,,0691173257,ISBN,0691173257
1796,Eric Weinstein,The Jazz of Physics,Stephon Alexander,The Secret Link Between Music and the Structure of the Universe,0465093574,ISBN,0465093574
1797,Eric Weinstein,The Geometric Universe,S. A. Huggett,"Science, Geometry, and the Work of Roger Penrose",0198500599,ISBN,0198500599
1798,Eric Weinstein,"The General Theory of Employment, Interest, and Money",John Maynard Keynes,,B01MRZJJZS,ASIN,
1799,Eric Weinstein,The Emperor of Scent,Chandler Burr,"A Story of Perfume, Obsession, and the Last Mystery of the Senses",0375759816,ISBN,0375759816
1800,Eric Weinstein,Bloodlands,Timothy Snyder,Europe Between Hitler and Stalin,B00B3M3VE6,ASIN,
1801,Eric Weinstein,Peddling Prosperity,Paul Krugman,Economic Sense and Nonsense in an Age of Diminished Expectations,0393312925,ISBN,0393312925
1802,Eric Weinstein,A Guide to LATEX,Helmut Kopka,Document Preparation for Beginners and Advanced Users,0201398257,ISBN,0201398257
1803,Eric Weinstein,Pattern Classification,Richard O. Duda,,0471056693,ISBN,0471056693
1804,Eric Weinstein,The Penguin Russian Course,J. L. I. Fennell,A Complete Course for Beginners,0140070532,ISBN,0140070532
1805,Eric Weinstein,A Literary Companion to Science,Walter Gratzer,,0393028364,ISBN,0393028364
1806,Eric Weinstein,Age and Guile,P. J. O'Rourke,"Beat Youth, Innocence, and a Bad Haircut",B008UX8LD2,ASIN,
1807,Eric Weinstein,The Beat of a Different Drum,Jagdish Mehra,The Life and Science of Richard Feynman,0198539487,ISBN,0198539487
1808,Eric Weinstein,Introduction to Econometrics,H Stock James,,935286350X,ISBN,935286350X
1809,Eric Weinstein,The Annotated Alice,Lewis Carroll,,0393245438,ISBN,0393245438
1810,Eric Weinstein,Gravitation,Charles W. Misner,,0691177791,ISBN,0691177791
1811,Eric Weinstein,Calculus On Manifolds,Michael Spivak,A Modern Approach To Classical Theorems Of Advanced Calculus,0805390219,ISBN,0805390219
1812,Eric Weinstein,QED and the Men Who Made It,Silvan S. Schweber,,0691033277,ISBN,0691033277
1813,Eric Weinstein,Ringside,Scott Beekman,A History of Professional Wrestling in America,B003CT3RT2,ASIN,
1814,Eric Weinstein,Makam,Karl L. Signell PhD,Modal Practice In Turkish Art Music,0976045516,ISBN,0976045516
1815,Eric Weinstein,Out of My Later Years,Albert Einstein,"The Scientist, Philosopher, and Man Portrayed Through His Own Words",B004Q9U0L0,ASIN,
1816,Eric Weinstein,More Heat than Light,Philip Mirowski,"Economics as Social Physics, Physics as Nature's Economics",0521426898,ISBN,0521426898
1817,Eric Weinstein,Quantum Mechanics,Leonard Susskind,The Theoretical Minimum,B00FD36G1Q,ASIN,
1818,Eric Weinstein,Elements of the Theory of Computation,Harry Lewis,,0132624788,ISBN,0132624788
1819,Eric Weinstein,Concepts of Particle Physics,Kurt Gottfried,Volume I,0195033922,ISBN,0195033922
1820,Eric Weinstein,Perfumes,Luca Turin,The Guide,9949885531,ISBN,9949885531
1821,Eric Weinstein,Introductory Econometrics,Jeffrey M. Wooldridge,A Modern Approach,1337558869,ISBN,1337558869
1822,Eric Weinstein,Give War a Chance,P. J. O'Rourke,"Eyewitness Accounts of Mankind's Struggle Against Tyranny, Injustice, and Alcohol-Free Beer",B008UX2IWM,ASIN,
1823,Eric Weinstein,The Diary of Anais Nin,Anais Nin,Complete in 4 Volumes,0156260298,ISBN,0156260298
1824,Eric Weinstein,Encyclopedia of Physics,Rita Lerner,,0895737523,ISBN,0895737523
1825,Eric Weinstein,Topics in Advanced Scientific Computation,Richard E. Crandall,,0387944737,ISBN,0387944737
1826,Eric Weinstein,Shelter Island II,Roman Jackiw,,0262100312,ISBN,0262100312
1827,Eric Weinstein,Grand Unified Theories,Graham Ross,,0805369678,ISBN,0805369678
1828,Eric Weinstein,The Large Scale Structure of Space-Time,Stephen W. Hawking,,0521099064,ISBN,0521099064
1829,Eric Weinstein,Supermanifolds,Bryce DeWitt,,0521423775,ISBN,0521423775
1830,Eric Weinstein,100 Great Operas And Their Stories,Henry W. Simon,Act-By-Act Synopses,B004AM5QX0,ASIN,
1831,Eric Weinstein,Introduction to Linear Algebra,Gilbert Strang,,0980232775,ISBN,0980232775
1832,Eric Weinstein,Differential Topology,Victor Guillemin,,0821851934,ISBN,0821851934
1833,Eric Weinstein,Teach Yourself Hindi,Rupert Snell,Complete Course,034086687X,ISBN,034086687X
1834,Eric Weinstein,Essential Relativity,Wolfgang Rindler,"Special, General, and Cosmological",0387100903,ISBN,0387100903
1835,Eric Weinstein,Colloquial Turkish,Ad Backus,The Complete Course for Beginners,B015HAQ2KE,ASIN,
1836,Eric Weinstein,"Analysis, Manifolds and Physics, Part 1",Yvonne Choquet-Bruhat,Basics,0444860177,ISBN,0444860177
1837,Eric Weinstein,Modern Elementary Particle Physics,Gordon Kane,Explaining and Extending the Standard Model,1107165083,ISBN,1107165083
1838,Eric Weinstein,Everyday Indonesian,Thomas Oey,,0844299138,ISBN,0844299138
1839,Eric Weinstein,Topology and Analysis,B. Booss,The Atiyah-Singer Index Formula and Gauge-Theoretic Physics,0387961127,ISBN,0387961127
1840,Eric Weinstein,Spoken and Written Hindi,Bal Govind Misra,,0801401232,ISBN,0801401232
1841,Eric Weinstein,Modern Geometry â Methods and Applications,B.A. Dubrovin,"Part I: The Geometry of Surfaces, Transformation Groups, and Fields",0387976639,ISBN,0387976639
1842,Eric Weinstein,Introduction to Superstrings,Michio Kaku,,0387967001,ISBN,0387967001
1843,Eric Weinstein,General Relativity for Mathematicians,R.K. Sachs,,1461299055,ISBN,1461299055
1844,Eric Weinstein,Encyclopedia of Cosmology,Norriss S. Hetherington,"Historical, Philosophical, and Scientific Foundations of Modern Cosmology",B00JKF0P0G,ASIN,
1845,Eric Weinstein,Quantum Field Theory and Topology,Albert S. Schwarz,,3540547533,ISBN,3540547533
1846,Eric Weinstein,Principles of Quantum Mechanics,R. Shankar,,0306447908,ISBN,0306447908
1847,Eric Weinstein,"Gauge Theories Of Strong, Weak, And Electromagnetic Interactions",Chris Quigg,,0201328321,ISBN,0201328321
1848,Eric Weinstein,Differential Forms in Algebraic Topology,Raoul Bott,,0387906134,ISBN,0387906134
1849,Eric Weinstein,Aspects of Quantum Field Theory in Curved Spacetime,Stephen A. Fulling,,B01CEKKNS2,ASIN,
1850,Eric Weinstein,The Ideas of Particle Physics,J. E. Dodd,,0521253381,ISBN,0521253381
1851,Eric Weinstein,Lie Algebras In Particle Physics,Howard Georgi,From Isospin To Unified Theories,0738202339,ISBN,0738202339
1852,Eric Weinstein,Prison Diary,Jayaprakash Narayan,,B01FIX764Q,ASIN,
1853,Eric Weinstein,A Comprehensive Introduction to Differential Geometry,Michael Spivak,Vol. 5,0914098748,ISBN,0914098748
1854,Eric Weinstein,A Comprehensive Introduction to Differential Geometry,Michael Spivak,Vol. 4,091409873X,ISBN,091409873X
1855,Eric Weinstein,A Comprehensive Introduction to Differential Geometry,Michael Spivak,Vol. 3,0914098721,ISBN,0914098721
1856,Eric Weinstein,A Comprehensive Introduction to Differential Geometry,Michael Spivak,Vol. 2,0914098802,ISBN,0914098802
1857,Eric Weinstein,A Comprehensive Introduction to Differential Geometry,Michael Spivak,Vol. 1,0914098705,ISBN,0914098705
1858,Patrick Collison,The Beginning of Infinity,David Deutsch,Explanations That Transform the World,0143121359,ISBN,0143121359
1859,Patrick Collison,A Pattern Language,Christopher Alexander,"Towns, Buildings, Construction",0195019199,ISBN,0195019199
1860,Patrick Collison,The Inner Game of Tennis,W. Timothy Gallwey,The Classic Guide to the Mental Side of Peak Performance,0679778314,ISBN,0679778314
1861,Patrick Collison,The Art of Doing Science and Engineering,Richard W. Hamming,Learning to Learn,9056995014,ISBN,9056995014
1862,Patrick Collison,The Dream Machine,M. Mitchell Waldrop,,1732265119,ISBN,1732265119
1863,Patrick Collison,How Asia Works,Joe Studwell,,0802121322,ISBN,0802121322
1864,Patrick Collison,Perspective on McKinsey,Marvin Bower,,B000AVNO7A,ASIN,
1865,Patrick Collison,Structure and Interpretation of Computer Programs,Harold Abelson,,0262510871,ISBN,0262510871
1866,Patrick Collison,Mind-Body Problem,Rebecca Goldstein,,0233977279,ISBN,0233977279
1867,Patrick Collison,Poor Charlie's Almanack,Charles T. Munger,The Wit and Wisdom of Charles T. Munger,1578645018,ISBN,1578645018
1868,Patrick Collison,Masters of Doom,David Kushner,How Two Guys Created an Empire and Transformed Pop Culture,0812972155,ISBN,0812972155
1869,Patrick Collison,Business Adventures,John Brooks,Twelve Classic Tales from the World of Wall Street,B00L1TPCKW,ASIN,
1870,Patrick Collison,A Course in Mathematical Analysis,Douard Goursat,,1418181781,ISBN,1418181781
1871,Patrick Collison,Something Incredibly Wonderful Happens,K. C. Cole,Frank Oppenheimer and His Astonishing Exploratorium,0226113477,ISBN,0226113477
1872,Patrick Collison,On the Shortness of Life,Lucius Seneca,,1781399573,ISBN,1781399573
1873,Patrick Collison,Amusing Ourselves to Death,Neil Postman,Public Discourse in the Age of Show Business,014303653X,ISBN,014303653X
1874,Patrick Collison,On Intelligence,Jeff Hawkins,How a New Understanding of the Brain Will Lead to the Creation of Truly Intelligent Machines,0805078533,ISBN,0805078533
1875,Patrick Collison,Matterhorn,Karl Marlantes,A Novel of the Vietnam War,080211928X,ISBN,080211928X
1876,Patrick Collison,Stories of Your Life and Others,Ted Chiang,,1101972122,ISBN,1101972122
1877,Patrick Collison,Mindstorms,Seymour A. Papert,"Children, Computers, And Powerful Ideas",0465046746,ISBN,0465046746
1878,Patrick Collison,Longitude,Dava Sobel,The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,080271529X,ISBN,080271529X
1879,Patrick Collison,Paradigms of Artificial Intelligence Programming,Peter Norvig,Case Studies in Common Lisp,1558601910,ISBN,1558601910
1880,Patrick Collison,A Great Leap Forward,Alexander J. Field Ph.D.,1930s Depression and U.S. Economic Growth,0300188161,ISBN,0300188161
1881,Patrick Collison,Stuff Matters,Mark Miodownik,Exploring the Marvelous Materials That Shape Our Man-Made World,0544483944,ISBN,0544483944
1882,Patrick Collison,The Enlightened Economy,Joel Mokyr,An Economic History of Britain 1700-1850,0300189516,ISBN,0300189516
1883,Patrick Collison,Hard Landing,Thomas Petzinger Jr.,The Epic Contest for Power and Profits That Plunged the Airlines into Chaos,0812928350,ISBN,0812928350
1884,Patrick Collison,Global Catastrophic Risks,Nick Bostrom,,0199606501,ISBN,0199606501
1885,Patrick Collison,"The Paris Review Interviews, I",The Paris Review,16 Celebrated Interviews,0312361750,ISBN,0312361750
1886,Patrick Collison,The Old Way,Elizabeth Marshall Thomas,A Story of the First People,031242728X,ISBN,031242728X
1887,Patrick Collison,The Nature of Mathematical Modeling,Neil Gershenfeld,,0521570956,ISBN,0521570956
1888,Patrick Collison,Expert Political Judgment,Philip E. Tetlock,How Good Is It? How Can We Know?,0691128715,ISBN,0691128715
