,influencer,title,author,subtitle,id_code,identifier_type,ISBN
5119,Bill Nye,The Elements of Style,William Strunk Jr.,,020530902X,ISBN,020530902X
5120,Bill Nye,Hillbilly Elegy,J. D. Vance,A Memoir of a Family and Culture in Crisis,B079L5DDB4,ASIN,
5121,Bill Nye,Cosmos,Carl Sagan,,B004W0HZN4,ASIN,
5122,Bill Nye,Born Standing Up,Steve Martin,A Comic's Life,1416553657,ISBN,1416553657
5123,Bill Nye,The Physics of Baseball,Robert K Adair,,0060084367,ISBN,0060084367
5124,Bill Nye,Angle of Repose,Wallace Stegner,,B002CIY8FG,ASIN,
5125,Bill Nye,The Hockey Stick and the Climate Wars,Michael Mann,Dispatches from the Front Lines,B0072N4U6S,ASIN,
5126,Bill Nye,Code Girls,Liza Mundy,The Untold Story of the American Women Code Breakers of World War II,0316352543,ISBN,0316352543
5127,Bill Nye,"Carry On, Mr. Bowditch",Jean Lee Latham,,0618250743,ISBN,0618250743
5128,Big Sean,The Seven Spiritual Laws of Success,Deepak Chopra,A Practical Guide to the Fulfillment of Your Dreams,1878424114,ISBN,1878424114
5129,Big Sean,The Alchemist,Paulo Coelho,,0062315005,ISBN,0062315005
5130,Big Sean,Transform Your Life,Marie Diamond,"How to get the Best Results in attracting Success, Abundance, Health, Romance and Wisdom",B075Y232HV,ASIN,
5131,Big Sean,The Four Agreements,Don Miguel Ruiz,A Practical Guide to Personal Freedom,1878424319,ISBN,1878424319
5132,Big Sean,Ask and It Is Given,Esther Hicks,Learning to Manifest Your Desires,1401904599,ISBN,1401904599
5133,Big Sean,The Hidden Messages in Water,Masaru Emoto,,0743289803,ISBN,0743289803
5134,Big Sean,What You Think of Me Is None of My Business,Terry Cole-Whittaker,,0593333071,ISBN,0593333071
5135,Big Sean,The Energy Codes,Dr Sue Morter,"The 7-Step System to Awaken Your Spirit, Heal Your Body, and Live Your Best Life",1501169300,ISBN,1501169300
5136,Big Sean,Becoming Supernatural,Joe Dr. Dispenza,How Common People Are Doing the Uncommon,1401953115,ISBN,1401953115
5137,Ashton Kutcher,The Happiest Baby on the Block,Harvey Karp,,0553381466,ISBN,0553381466
5138,Ashton Kutcher,Natural Capitalism,Paul Hawken,Creating the Next Industrial Revolution,0316353000,ISBN,0316353000
5139,Ashton Kutcher,Give and Take,Adam Grant,Why Helping Others Drives Our Success,0143124986,ISBN,0143124986
5140,Ashton Kutcher,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
5141,Ashton Kutcher,Finding the Next Steve Jobs,Nolan Bushnell,"How to Find, Keep, and Nurture Talent",B00DF58I56,ASIN,
5142,Ashton Kutcher,Accidental Presidents,Jared Cohen,Eight Men Who Changed America,B07GNVYDT8,ASIN,
5143,Ashton Kutcher,Wooden,John Wooden,A Lifetime of Observations and Reflections On and Off the Court,0809230410,ISBN,0809230410
5144,Ashton Kutcher,The Sleepeasy Solution,Jennifer Waldburger,The Exhausted Parent's Guide to Getting Your Child to Sleep from Birth to Age 5,0757305601,ISBN,0757305601
5145,Ashton Kutcher,The Shack,William P. Young,,B001B8Z2S0,ASIN,
5146,Ashton Kutcher,Ask Your Developer,Jeff Lawson,How to Harness the Power of Software Developers and Win in the 21st Century,0063018292,ISBN,0063018292
5147,Michael Gervais,Way of the Champion,Jerry Lynch,Lessons from Sun Tzu's the Art of War and Other Tao Wisdom for Sports & Life,B006TKP1TA,ASIN,
5148,Michael Gervais,Inch and Miles,John R. Wooden,The Journey to Success,0756914108,ISBN,0756914108
5149,Michael Gervais,Self-Esteem,Virginia M. Satir,,0890871094,ISBN,0890871094
5150,Michael Gervais,Mind Gym,Gary Mack,An Athlete's Guide to Inner Excellence,0071395970,ISBN,0071395970
5151,Michael Gervais,Tao Te Ching,Lao Tzu,,B003SHDM8O,ASIN,
5152,Michael Gervais,What We Ache For,Oriah Mountain Dreamer,Creativity and the Unfolding of Your Soul,B000FCK3CS,ASIN,
5153,Michael Gervais,Man's Search for Meaning,Viktor E. Frankl,,0807014273,ISBN,0807014273
5154,Michael Gervais,The Invitation,Oriah Mountain Dreamer,,B000WPXTJC,ASIN,
5155,Michael Gervais,The Dance,Oriah Mountain Dreamer,Moving to the Deep Rhythms of Your Life,B000GCFWVO,ASIN,
5156,Michael Gervais,The Call,Oriah Mountain Dreamer,Discovering Why You Are Here,B000FCK3HS,ASIN,
5157,Lisa Ling,Genghis Khan and the Making of the Modern World,Jack Weatherford,,0609809644,ISBN,0609809644
5158,Lisa Ling,The Girl in the Picture,Denise Chong,"The Story of Kim Phuc, the Photograph, and the Vietnam War",0140280219,ISBN,0140280219
5159,Lisa Ling,Corelli's Mandolin,Louis de Bernieres,A Novel,B004EPZ6DS,ASIN,
5160,Lisa Ling,A People's History of the United States,Howard Zinn,,0062397346,ISBN,0062397346
5161,Lisa Ling,The Alchemist,Paulo Coelho,,0062315005,ISBN,0062315005
5162,Lisa Ling,We Wish to Inform You That Tomorrow We Will be Killed With Our Families,Philip Gourevitch,Stories from Rwanda,0312243359,ISBN,0312243359
5163,Lisa Ling,The Joy Luck Club,Amy Tan,A Novel,0143038095,ISBN,0143038095
5164,Lisa Ling,News of a Kidnapping,Gabriel GarcÃ­a MÃ¡rquez,,B00NKDP0IQ,ASIN,
5165,Lisa Ling,Midnight's Children,Salman Rushdie,,B003WUYQCS,ASIN,
5166,Lisa Ling,"Oh, the Places You'll Go!",Dr. Seuss,,B00ESF285S,ASIN,
5167,Larry Page,Measure What Matters,John Doerr,"How Google, Bono, and the Gates Foundation Rock the World with OKRs",B078FZ9SYB,ASIN,
5168,Larry Page,QED,Richard P. Feynman,The Strange Theory of Light and Matter,0691164096,ISBN,0691164096
5169,Larry Page,"What Do You Care What Other People Think?""""",Richard P. Feynman,Further Adventures of a Curious Character,0393355640,ISBN,0393355640
5170,Larry Page,The Pleasure of Finding Things Out,Richard P. Feynman,The Best Short Works of Richard P. Feynman,B005QBLHB4,ASIN,
5171,Larry Page,"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,Adventures of a Curious Character,0393355624,ISBN,0393355624
5172,Larry Page,Snow Crash,Neal Stephenson,A Novel,0553380958,ISBN,0553380958
5173,Larry Page,My Inventions,Nikola Tesla,The Autobiography of Nikola Tesla,1603866035,ISBN,1603866035
5174,Larry Page,The Hard Thing About Hard Things,Ben Horowitz,Building a Business When There Are No Easy Answers,0062273205,ISBN,0062273205
5175,Kishore Biyani,I Too Had a Dream,Verghese Kurien,,8174364072,ISBN,8174364072
5176,Kishore Biyani,Flow,Mihaly Csikszentmihalyi,The Psychology of Optimal Experience,0061339202,ISBN,0061339202
5177,Kishore Biyani,Sam Walton,Sam Walton,Made In America,B008ZPG704,ASIN,
5178,Kishore Biyani,The 7 Habits of Highly Effective People,Stephen R. Covey,Powerful Lessons in Personal Change,1471131823,ISBN,1471131823
5179,Kishore Biyani,Zero to One,Peter Thiel,"Notes on Startups, or How to Build the Future",0804139296,ISBN,0804139296
5180,Kishore Biyani,Hit Refresh,Satya Nadella,The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,B01HOT5SQA,ASIN,
5181,Kishore Biyani,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
5182,Kelly Starrett,Deep Survival,Laurence Gonzales,"Who Lives, Who Dies, and Why",0393353710,ISBN,0393353710
5183,Kelly Starrett,The Sports Gene,David Epstein,Inside the Science of Extraordinary Athletic Performance,161723012X,ISBN,161723012X
5184,Kelly Starrett,Dune,Frank Herbert,,0441172717,ISBN,0441172717
5185,Kelly Starrett,The Talent Code,Daniel Coyle,Greatness Isn't Born. It's Grown. Here's How.,055380684X,ISBN,055380684X
5186,Kelly Starrett,Island of the Blue Dolphins,Scott O'Dell,,0547328613,ISBN,0547328613
5187,Kelly Starrett,The Power of Habit,Charles Duhigg,Why We Do What We Do in Life and Business,081298160X,ISBN,081298160X
5188,Kelly Starrett,The Diamond Age,Neal Stephenson,"Or, a Young Lady's Illustrated Primer",0553380966,ISBN,0553380966
5189,Kara Swisher,Slouching Towards Bethlehem,Joan Didion,Essays,0374531382,ISBN,0374531382
5190,Kara Swisher,Markings,Dag Hammarskjold,,0307277429,ISBN,0307277429
5191,Kara Swisher,Trick Mirror,Jia Tolentino,Reflections on Self-Delusion,0525510540,ISBN,0525510540
5192,Kara Swisher,The Elements of Style,William Strunk Jr.,,020530902X,ISBN,020530902X
5193,Kara Swisher,The White Album,Joan Didion,Essays,0374532079,ISBN,0374532079
5194,Kara Swisher,The Trial,Franz Kafka,,1612931030,ISBN,1612931030
5195,Kara Swisher,A Sound of Thunder and Other Stories,Ray Bradbury,,0060785691,ISBN,0060785691
5196,Jim Collins,On the Shortness of Life,Lucius Seneca,,1781399573,ISBN,1781399573
5197,Jim Collins,A Sense of Where You Are,John McPhee,Bill Bradley at Princeton,0374526893,ISBN,0374526893
5198,Jim Collins,The Control of Nature,John McPhee,,0374522596,ISBN,0374522596
5199,Jim Collins,Measure What Matters,John Doerr,"How Google, Bono, and the Gates Foundation Rock the World with OKRs",B078FZ9SYB,ASIN,
5200,Jim Collins,The Effective Executive,Peter F. Drucker,The Definitive Guide to Getting the Right Things Done,0060833459,ISBN,0060833459
5201,Jim Collins,Encounters with the Archdruid,John McPhee,Narratives About a Conservationist and Three of His Natural Enemies,0374514313,ISBN,0374514313
5202,Jim Collins,Draft No. 4,John McPhee,On the Writing Process,0374142742,ISBN,0374142742
5203,Jim Collins,Becoming Steve Jobs,Brent Schlender,The Evolution of a Reckless Upstart into a Visionary Leader,0385347421,ISBN,0385347421
5204,Jason Silva,The Immortalist,Alan Harrington,An Approach to the Engineering of Man's Divinity,B00BF5I06U,ASIN,
5205,Jason Silva,The Denial of Death,Ernest Becker,,0684832402,ISBN,0684832402
5206,Jason Silva,Where Good Ideas Come From,Steven Johnson,The Natural History of Innovation,1594485380,ISBN,1594485380
5207,Jason Silva,The Rise of Superman,Steven Kotler,Decoding the Science of Ultimate Human Performance,1784291226,ISBN,1784291226
5208,Jason Silva,TechGnosis,Erik Davis,"Myth, Magic, and Mysticism in the Age of Information",1583949305,ISBN,1583949305
5209,Jason Silva,What Technology Wants,Kevin Kelly,,0143120174,ISBN,0143120174
5210,Jason Silva,The 4-Hour Workweek,Tim Ferriss,"Escape 9-5, Live Anywhere, and Join the New Rich",0307465357,ISBN,0307465357
5211,Jason Silva,The Singularity Is Near,Ray Kurzweil,When Humans Transcend Biology,0143037889,ISBN,0143037889
5212,Jack Kornfield,The Water of Life,Michael Meade,Initiation and the Tempering of the Soul,B005X0MG7C,ASIN,
5213,Jack Kornfield,Be Here Now,Ram Dass,,0517543052,ISBN,0517543052
5214,Jack Kornfield,Mind,Daniel J. Siegel M.D.,A Journey to the Heart of Being Human,039371053X,ISBN,039371053X
5215,Jack Kornfield,The Better Angels of Our Nature,Steven Pinker,Why Violence Has Declined,0143122010,ISBN,0143122010
5216,Jack Kornfield,The Telomere Effect,Dr. Elizabeth Blackburn,"A Revolutionary Approach to Living Younger, Healthier, Longer",1455587982,ISBN,1455587982
5217,Jack Kornfield,The Book of Joy,Dalai Lama,Lasting Happiness in a Changing World,0399185046,ISBN,0399185046
5218,Jack Kornfield,Bury the Chains,Adam Hochschild,Prophets and Rebels in the Fight to Free an Empire's Slaves,0618619070,ISBN,0618619070
5219,Jack Kornfield,Emotional Intelligence,Daniel Goleman,Why It Can Matter More Than IQ,055338371X,ISBN,055338371X
5220,Hugh Jackman,The Overstory,Richard Powers,A Novel,039335668X,ISBN,039335668X
5221,Hugh Jackman,This Is Water,David Foster Wallace,"Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",0316068225,ISBN,0316068225
5222,Hugh Jackman,The 4-Hour Body,Tim Ferriss,"An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",0091939526,ISBN,0091939526
5223,Hugh Jackman,The Second Mountain,David Brooks,The Quest for a Moral Life,0812993268,ISBN,0812993268
5224,Hugh Jackman,Here is New York,E. B. White,,1892145022,ISBN,1892145022
5225,Hugh Jackman,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,1501161210
5226,Howard Marks,Against the Gods,Peter L. Bernstein,The Remarkable Story of Risk,0471295639,ISBN,0471295639
5227,Howard Marks,Bringing Down the House,Ben Mezrich,The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,0743225708,ISBN,0743225708
5228,Howard Marks,A Short History of Financial Euphoria,John Kenneth Galbraith,,0140238565,ISBN,0140238565
5229,Howard Marks,The Warren Buffett Way,Robert G. Hagstrom,,B00FAMMZN8,ASIN,
5230,Howard Marks,Factfulness,Hans Rosling,Ten Reasons We're Wrong About the World - and Why Things Are Better Than You Think,1250107814,ISBN,1250107814
5231,Howard Marks,Fooled by Randomness,Nassim Nicholas Taleb,The Hidden Role of Chance in Life and in the Markets,0812975219,ISBN,0812975219
5232,Howard Marks,Principles,Ray Dalio,Life and Work,1501124021,ISBN,1501124021
5233,Zooko Wilcox,Dune,Frank Herbert,,0441172717,ISBN,0441172717
5234,Zooko Wilcox,Hackers,Steven Levy,Heroes of the Computer Revolution,B003PDMKIY,ASIN,
5235,Zooko Wilcox,The Codebreakers,David Kahn,The Comprehensive History of Secret Communication from Ancient Times to the Internet,0684831309,ISBN,0684831309
5236,Zooko Wilcox,Woken Furies,Richard K. Morgan,,B000FCKDKU,ASIN,
5237,Zooko Wilcox,Between Silk and Cyanide,Leo Marks,"A Codemaker's War, 1941-1945",0684864223,ISBN,0684864223
5238,Zooko Wilcox,Broken Angels,Richard K. Morgan,A Novel,B000FC1BME,ASIN,
5239,Zooko Wilcox,Altered Carbon,Richard K. Morgan,,B000FBFMZ2,ASIN,
5240,Zooko Wilcox,"Good Calories, Bad Calories",Gary Taubes,"Fats, Carbs, and the Controversial Science of Diet and Health",1400033462,ISBN,1400033462
5241,Wim Hof,The Bhagavad Gita,-,,1586380192,ISBN,1586380192
5242,Wim Hof,Jonathan Livingston Seagull,Richard Bach,,817223578X,ISBN,817223578X
5243,Wim Hof,Siddhartha,Hermann Hesse,,1519150245,ISBN,1519150245
5244,Wim Hof,Holy Bible,-,,1432102400,ISBN,1432102400
5245,Wim Hof,The Yoga Sutras of Patanjali,Sri Swami Satchidananda,,1938477073,ISBN,1938477073
5246,Wim Hof,What Doesn't Kill Us,Scott Carney,"How Freezing Water, Extreme Altitude, and Environmental Conditioning Will Renew Our Lost Evolutionary Strength",1623366909,ISBN,1623366909
5247,Wim Hof,The Telomere Effect,Dr. Elizabeth Blackburn,"A Revolutionary Approach to Living Younger, Healthier, Longer",1455587982,ISBN,1455587982
5248,Ellen DeGeneres,The Four Agreements,Don Miguel Ruiz,A Practical Guide to Personal Freedom,1878424319,ISBN,1878424319
5249,Ellen DeGeneres,The Cheese Trap,Neal D Barnard,"How Breaking a Surprising Addiction Will Help You Lose Weight, Gain Energy, and Get Healthy",1455594687,ISBN,1455594687
5250,Ellen DeGeneres,Success Through Stillness,Russell Simmons,Meditation Made Simple,1592409083,ISBN,1592409083
5251,Ellen DeGeneres,The Promise of a Pencil,Adam Braun,How an Ordinary Person Can Create Extraordinary Change,1476730636,ISBN,1476730636
5252,Ellen DeGeneres,Food Is the Solution,Matthew Prescott,What to Eat to Save the World,1250144450,ISBN,1250144450
5253,Ellen DeGeneres,The Life and Love of Trees,Lewis Blackwell,,1452186391,ISBN,1452186391
5254,Ellen DeGeneres,The Book of Joy,Dalai Lama,Lasting Happiness in a Changing World,0399185046,ISBN,0399185046
5255,Ellen DeGeneres,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,1501161210
5256,DJ Vlad,Common Stocks and Uncommon Profits,Philip A. Fisher,and Other Writings,0471445509,ISBN,0471445509
5257,DJ Vlad,The 48 Laws of Power,Robert Greene,,0140280197,ISBN,0140280197
5258,DJ Vlad,The Intelligent Investor,Benjamin Graham,,B000FC12C8,ASIN,
5259,DJ Vlad,Outliers,Malcolm Gladwell,The Story of Success,0316017930,ISBN,0316017930
5260,DJ Vlad,The Richest Man in Babylon,George S. Clason,,0464853478,ISBN,0464853478
5261,DJ Vlad,Walt Disney,Neal Gabler,The Triumph of the American Imagination,0679757473,ISBN,0679757473
5262,DJ Vlad,100 Baggers,Christopher W Mayer,Stocks That Return 100-to-1 and How To Find Them,1621291650,ISBN,1621291650
5263,DJ Vlad,How To Win Friends and Influence People,Dale Carnegie,,0671027034,ISBN,0671027034
5264,DJ Vlad,The Snowball,Alice Schroeder,Warren Buffett and the Business of Life,0553384619,ISBN,0553384619
5265,Steve Jurvetson,The Fabric of Reality,David Deutsch,The Science of Parallel Universes--and Its Implications,014027541X,ISBN,014027541X
5266,Steve Jurvetson,Out Of Control,Kevin Kelly,"The New Biology Of Machines, Social Systems, And The Economic World",B00ADOFLZM,ASIN,
5267,Steve Jurvetson,The Scientist in the Crib,Alison Gopnik,What Early Learning Tells Us About the Mind,0688177883,ISBN,0688177883
5268,Steve Jurvetson,The Age of Spiritual Machines,Ray Kurzweil,When Computers Exceed Human Intelligence,0140282025,ISBN,0140282025
5269,Steve Jurvetson,"GÃ¶del, Escher, Bach",Douglas R. Hofstadter,An Eternal Golden Braid,0465026567,ISBN,0465026567
5270,Steve Jurvetson,Abundance,Peter H. Diamandis,The Future Is Better Than You Think,1451614217,ISBN,1451614217
5271,Steve Jurvetson,A New Kind of Science,Stephen Wolfram,,1579550088,ISBN,1579550088
5272,Steve Jurvetson,Ready Player One,Ernest Cline,,0804190135,ISBN,0804190135
5273,Demis Hassabis,Game Changer,Matthew Sadler,AlphaZero's Groundbreaking Chess Strategies and the Promise of AI,9056918184,ISBN,9056918184
5274,Demis Hassabis,Consider Phlebas,Iain M. Banks,A Culture Novel Book 1,B0013TX6FI,ASIN,
5275,Demis Hassabis,Dreams of a Final Theory,Steven Weinberg,The Scientist's Search for the Ultimate Laws of Nature,B004KABDM0,ASIN,
5276,Demis Hassabis,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
5277,Demis Hassabis,Foundation,Isaac Asimov,,0553293354,ISBN,0553293354
5278,Demis Hassabis,"Creativity, Inc.",Ed Catmull,Overcoming the Unseen Forces That Stand in the Way of True Inspiration,0593070100,ISBN,0593070100
5279,Demis Hassabis,"GÃ¶del, Escher, Bach",Douglas R. Hofstadter,An Eternal Golden Braid,0465026567,ISBN,0465026567
5280,Shay Carl,Think and Grow Rich,Napoleon Hill,,193787950X,ISBN,193787950X
5281,Shay Carl,The Book of Mormon,Joseph Smith,,0830902732,ISBN,0830902732
5282,Shay Carl,The Total Money Makeover,Dave Ramsey,A Proven Plan for Financial Fitness,1595555277,ISBN,1595555277
5283,Shay Carl,The Denial of Death,Ernest Becker,,0684832402,ISBN,0684832402
5284,Shay Carl,The 7 Habits of Highly Effective People,Stephen R. Covey,Powerful Lessons in Personal Change,1471131823,ISBN,1471131823
5285,Shay Carl,How To Win Friends and Influence People,Dale Carnegie,,0671027034,ISBN,0671027034
5286,Shay Carl,As A Man Thinketh,James Allen,,1684222095,ISBN,1684222095
5287,Darren Aronofsky,The Denial of Death,Ernest Becker,,0684832402,ISBN,0684832402
5288,Darren Aronofsky,Last Exit to Brooklyn,Hubert Selby Jr.,,0802131379,ISBN,0802131379
5289,Darren Aronofsky,The Writers Journey,Christopher Vogler,Mythic Structure for Writers,193290736X,ISBN,193290736X
5290,Darren Aronofsky,The Hero with a Thousand Faces,Joseph Campbell,,9382742611,ISBN,9382742611
5291,Darren Aronofsky,Requiem for a Dream,Hubert Selby,A Novel,1560252480,ISBN,1560252480
5292,Darren Aronofsky,The Origin of Species,Charles Darwin,,0451529065,ISBN,0451529065
5293,Darren Aronofsky,Howl and Other Poems,Allen Ginsberg,,0872860175,ISBN,0872860175
5294,Darren Aronofsky,Carrie,Stephen King,,0307743667,ISBN,0307743667
5295,Scott Belsky,Lord of the Flies,William Golding,,0143124293,ISBN,0143124293
5296,Scott Belsky,The Complete Life's Little Instruction Book,H. Jackson Brown Jr,,1401603327,ISBN,1401603327
5297,Scott Belsky,Steve Jobs,Walter Isaacson,,1501127624,ISBN,1501127624
5298,Scott Belsky,Benjamin Franklin,Walter Isaacson,An American Life,074325807X,ISBN,074325807X
5299,Scott Belsky,Leadership,Doris Kearns Goodwin,In Turbulent Times,1476795924,ISBN,1476795924
5300,Scott Belsky,Einstein,Walter Isaacson,His Life and Universe,0743264746,ISBN,0743264746
5301,Scott Belsky,Kissinger,Walter Isaacson,A Biography,B00AK78QAY,ASIN,
5302,Scott Belsky,Team of Rivals,Doris Kearns Goodwin,The Political Genius of Abraham Lincoln,B000N2HBSO,ASIN,
5303,Scott Belsky,Endurance,Alfred Lansing,Shackleton's Incredible Voyage,753277323X,ISBN,753277323X
5304,Sam Kass,Plenty,Yotam Ottolenghi,Vibrant Vegetable Recipes from London's Ottolenghi,B00ERQSAG4,ASIN,
5305,Sam Kass,The Flavor Bible,Karen Page,"The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs",B002VLOYGC,ASIN,
5306,Sam Kass,The Art of Fielding,Chad Harbach,A Novel,0316126675,ISBN,0316126675
5307,Sam Kass,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
5308,Sam Kass,Plenty More,Yotam Ottolenghi,Vibrant Vegetable Cooking from London's Ottolenghi,1607746212,ISBN,1607746212
5309,Sam Kass,A History of World Agriculture,Marcel Mazoyer,From the Neolithic Age to the Current Crisis,1583671218,ISBN,1583671218
5310,Sam Kass,Jerusalem,Yotam Ottolenghi,A Cookbook,1607743949,ISBN,1607743949
5311,Safi Bahcall,The No Asshole Rule,Robert I. Sutton,Building a Civilized Workplace and Surviving One That Isn't,0446698202,ISBN,0446698202
5312,Safi Bahcall,Essays After Eighty,Donald Hall,,0544570316,ISBN,0544570316
5313,Safi Bahcall,The Art of Learning,Josh Waitzkin,An Inner Journey to Optimal Performance,0743277465,ISBN,0743277465
5314,Safi Bahcall,The Net and the Butterfly,Olivia Fox Cabane,The Art and Practice of Breakthrough Thinking,1591847192,ISBN,1591847192
5315,Safi Bahcall,The Hot Zone,Richard Preston,The Terrifying True Story of the Origins of the Ebola Virus,0385479565,ISBN,0385479565
5316,Safi Bahcall,The Stories of Vladimir Nabokov,Vladimir Nabokov,,0679729976,ISBN,0679729976
5317,Safi Bahcall,Joyful Wisdom,Yongey Mingyur Rinpoche,Embracing Change and Finding Freedom,B00256Z3LI,ASIN,
5318,Safi Bahcall,How Life Imitates Chess,Garry Kasparov,"Making the Right Moves, from the Board to the Boardroom",B0049U443Q,ASIN,
5319,Carlos Santana,"Nothing in This Book Is True, but It's Exactly How Things Are",Bob Frissell,The Esoteric Meaning of the Monuments on Mars,1883319013,ISBN,1883319013
5320,Carlos Santana,"End Your Story, Begin Your Life",Jim Dreaver,"Wake Up, Let Go, Live Free",1571746595,ISBN,1571746595
5321,Carlos Santana,A Course in Miracles,Dr. Helen Schucman,,B0018A01L4,ASIN,
5322,Carlos Santana,The Power of Now,Eckhart Tolle,A Guide to Spiritual Enlightenment,1577314808,ISBN,1577314808
5323,Carlos Santana,A Mini Course for Life,Gerald Jampolsky,,0979831504,ISBN,0979831504
5324,Carlos Santana,The Book of Knowledge,J. J. Hurtak,The Keys of Enoch,0685394034,ISBN,0685394034
5325,Carlos Santana,The Fifth Agreement,Don Miguel Ruiz,A Practical Guide to Self-Mastery,1878424610,ISBN,1878424610
5326,Rainn Wilson,The Seven Mysteries of Life,Guy Murchie,An Exploration of Science and Philosophy,0395957915,ISBN,0395957915
5327,Rainn Wilson,This Is a Book,Demetri Martin,,0446539694,ISBN,0446539694
5328,Rainn Wilson,The Family Virtues Guide,Linda Kavelin Popov,Simple Ways to Bring Out the Best in Our Children and Ourselves,0452278104,ISBN,0452278104
5329,Rainn Wilson,Mountains Beyond Mountains,Tracy Kidder,"The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",0375506160,ISBN,0375506160
5330,Rainn Wilson,Rome and Jerusalem,Martin Goodman,The Clash of Ancient Civilizations,0375726136,ISBN,0375726136
5331,Rainn Wilson,Narrow Road to the Interior,Matsuo Basho,And Other Writings,1611806895,ISBN,1611806895
5332,Rainn Wilson,Big Cats,Holiday Reinhorn,Stories,0743272943,ISBN,0743272943
5333,Rainn Wilson,A Giacometti Portrait,James Lord,,1330424999,ISBN,1330424999
5334,Peter Mallouk,The Prophet,Kahlil Gibran,,1684222990,ISBN,1684222990
5335,Peter Mallouk,How Full Is Your Bucket?,Tom Rath,,1595620036,ISBN,1595620036
5336,Peter Mallouk,Skin in the Game,Nassim Nicholas Taleb,Hidden Asymmetries in Daily Life,0141982659,ISBN,0141982659
5337,Peter Mallouk,The Intelligent Investor,Benjamin Graham,,B000FC12C8,ASIN,
5338,Peter Mallouk,Awareness,Anthony De Mello,The Perils and Opportunities of Reality,0385249373,ISBN,0385249373
5339,Peter Mallouk,Misbehaving,Richard H. Thaler,The Making of Behavioral Economics,0393080943,ISBN,0393080943
5340,Peter Mallouk,The Power of Kindness,Piero Ferrucci,The Unexpected Benefits of Leading a Compassionate Life,0143129279,ISBN,0143129279
5341,Peter Mallouk,Common Sense on Mutual Funds,John C. Bogle,,B00338060K,ASIN,
5342,Bob Iger,Between the World and Me,Ta-Nehisi Coates,,1925240703,ISBN,1925240703
5343,Bob Iger,100 Deadly Skills,Clint Emerson,"The SEAL Operative's Guide to Eluding Pursuers, Evading Capture, and Surviving Any Dangerous Situation",147679605X,ISBN,147679605X
5344,Bob Iger,Tenth of December,George Saunders,Stories,0812993802,ISBN,0812993802
5345,Bob Iger,The Wright Brothers,David McCullough,,1476728747,ISBN,1476728747
5346,Bob Iger,Tender Is the Night,F. Scott Fitzgerald,,068480154X,ISBN,068480154X
5347,Bob Iger,Born to Run,Bruce Springsteen,,1501141511,ISBN,1501141511
5348,Bob Iger,Black Flags,Joby Warrick,The Rise of ISIS,B00RRT346E,ASIN,
5349,Andrew Ng,Crossing the Chasm,Geoffrey A. Moore,Marketing and Selling High-Tech Products to Mainstream Customers,0060517123,ISBN,0060517123
5350,Andrew Ng,So Good They Can't Ignore You,Cal Newport,Why Skills Trump Passion in the Quest for Work You Love,0349415862,ISBN,0349415862
5351,Andrew Ng,The Hard Thing About Hard Things,Ben Horowitz,Building a Business When There Are No Easy Answers,0062273205,ISBN,0062273205
5352,Andrew Ng,Talking to Humans,Giff Constable,Success starts with understanding your customers,099080092X,ISBN,099080092X
5353,Andrew Ng,Rocket Surgery Made Easy,Steve Krug,The Do-It-Yourself Guide to Finding and Fixing Usability Problems,B002UXRGNO,ASIN,
5354,Andrew Ng,The Lean Startup,Eric Ries,How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,0307887898,ISBN,0307887898
5355,Andrew Ng,Zero to One,Peter Thiel,"Notes on Startups, or How to Build the Future",0804139296,ISBN,0804139296
5356,Liz Lambert,The Timeless Way of Building,Christopher Alexander,,0195024028,ISBN,0195024028
5357,Liz Lambert,A Pattern Language,Christopher Alexander,"Towns, Buildings, Construction",0195019199,ISBN,0195019199
5358,Liz Lambert,Wild,Cheryl Strayed,From Lost to Found on the Pacific Crest Trail,0307476073,ISBN,0307476073
5359,Liz Lambert,PEAK,Chip Conley,How Great Companies Get Their Mojo from Maslow,1119434920,ISBN,1119434920
5360,Liz Lambert,When Things Fall Apart,Pema Chodron,Heart Advice for Difficult Times,1611803438,ISBN,1611803438
5361,Liz Lambert,The Dream of a Common Language,Adrienne Rich,Poems 1974-1977,0393346005,ISBN,0393346005
5362,Liz Lambert,Slouching Towards Bethlehem,Joan Didion,Essays,0374531382,ISBN,0374531382
